Product_Number,T일 예정 수주량,T+1일 예정 수주량,T+2일 예정 수주량,T+3일 예정 수주량,T+4일 예정 수주량,작년 T일 예정 수주량,작년 T+1일 예정 수주량,작년 T+2일 예정 수주량,작년 T+3일 예정 수주량,작년 T+4일 예정 수주량,T일 예상 수주량,T+1일 예상 수주량,T+2일 예상 수주량,T+3일 예상 수주량,T+4일 예상 수주량,DateTime,DoW,Temperature,Humidity
Product_d0,5,0,0,5,1,2,0,0,0,0,0,34,36,20,0,2022-03-29 07:13:00,Tuesday,19.264869029275808,26.678520801232665
Product_a7,5,1,8,6,25,3,0,0,0,0,0,0,0,0,0,2022-04-29 06:37:00,Friday,25.10683817062445,34.70689973614776
Product_af,11,0,0,0,0,0,0,42,53,0,61,98,37,0,0,2022-04-05 07:06:00,Tuesday,21.54230769230769,29.184615384615384
Product_bc,154,202,181,150,0,0,146,119,114,164,182,153,0,73,0,2022-04-23 06:36:00,Saturday,24.4842132639792,40.82117035110533
Product_ca,45,18,26,48,0,0,49,53,55,54,65,0,0,101,33,2022-04-30 11:57:00,Saturday,23.21602692140686,37.26727746417716
Product_a8,2,0,0,0,0,0,0,0,0,0,58,95,0,0,0,2022-04-16 06:32:00,Saturday,22.07950980392157,25.89735294117647
Product_dd,24,0,2,23,0,0,0,2,0,5,14,0,0,1,3,2022-04-17 06:00:00,Sunday,19.585171755725188,32.27125954198473
Product_b2,2,0,0,0,0,5,4,0,0,0,0,0,0,0,1,2022-04-20 07:05:00,Wednesday,22.118696219035204,22.47946544980444
Product_bd,11,5,0,0,6,16,41,14,0,0,0,12,15,22,23,2022-05-02 11:01:00,Monday,19.5439305856833,34.848841648590025
Product_9e,212,177,168,148,122,0,113,112,45,30,380,380,0,124,210,2022-05-01 06:32:00,Sunday,22.293566160520605,40.38777006507592
Product_b6,36,41,23,64,0,0,0,57,107,60,30,88,0,59,76,2022-04-16 10:29:00,Saturday,22.07950980392157,25.89735294117647
Product_e0,670,606,596,586,0,0,596,596,594,586,0,0,586,586,538,2022-04-17 06:33:00,Sunday,19.585171755725188,32.27125954198473
Product_dc,0,0,0,0,10,0,0,1,65,0,0,205,184,158,206,2022-04-10 11:33:00,Sunday,23.84151761517615,28.932168021680216
Product_9e,337,304,304,0,304,304,304,304,304,0,0,304,304,304,304,2022-05-09 16:26:00,Monday,22.51669120831529,33.2242442615851
Product_b6,95,49,94,33,57,0,0,43,40,24,140,155,89,0,0,2022-05-06 06:19:00,Friday,23.332711496746203,38.916793926247294
Product_d2,42,147,96,40,41,44,0,38,42,43,37,13,0,0,0,2022-04-07 08:37:00,Thursday,22.20712784588441,24.05949211908932
Product_b6,87,0,0,102,97,60,46,35,0,0,39,9,18,262,142,2022-05-03 06:48:00,Tuesday,20.630825010855407,39.65812418584455
Product_c3,271,237,237,0,0,210,196,216,199,196,0,0,208,200,263,2022-05-01 12:01:00,Sunday,22.293566160520605,40.38777006507592
Product_95,1,0,0,0,0,0,0,0,0,0,0,5,8,5,6,2022-04-05 15:38:00,Tuesday,21.54230769230769,29.184615384615384
Product_a5,93,0,0,176,171,168,108,54,68,0,44,10,0,0,0,2022-04-26 06:59:00,Tuesday,27.59588184187663,46.71308861859253
Product_da,2,1,0,0,0,0,0,2,3,0,0,0,0,0,0,2022-04-30 06:49:00,Saturday,23.21602692140686,37.26727746417716
Product_d7,14,0,0,22,19,19,15,5,0,0,1,4,5,0,0,2022-04-26 06:38:00,Tuesday,27.59588184187663,46.71308861859253
Product_a2,327,289,0,0,232,323,282,204,304,223,0,97,77,153,0,2022-04-12 06:31:00,Tuesday,24.04711317418214,46.974902740937225
Product_95,121,149,155,124,152,0,136,152,122,132,94,0,0,6,11,2022-05-01 06:32:00,Sunday,22.293566160520605,40.38777006507592
Product_8b,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022-04-05 07:06:00,Tuesday,21.54230769230769,29.184615384615384
Product_ea,50,0,0,0,0,0,0,0,0,0,0,60,122,63,0,2022-05-10 15:38:00,Tuesday,22.93383847155884,27.198297872340422
Product_a1,424,400,400,400,400,0,0,400,400,400,400,400,0,0,0,2022-04-29 06:27:00,Friday,25.10683817062445,34.70689973614776
Product_e9,82,0,0,0,0,0,0,0,0,0,35,121,67,56,48,2022-04-07 05:54:00,Thursday,22.20712784588441,24.05949211908932
Product_a7,1,1,3,3,1,10,0,1,1,8,25,4,0,0,0,2022-04-15 11:27:00,Friday,20.67440052128584,34.83207211120765
Product_85,0,0,0,0,0,0,0,1,3,0,4,6,2,4,7,2022-05-11 07:04:00,Wednesday,24.00888454861111,34.066423611111105
Product_ca,45,18,26,48,0,0,49,53,55,54,65,0,0,101,33,2022-05-01 06:00:00,Sunday,22.293566160520605,40.38777006507592
Product_ae,6,3,0,0,0,4,8,10,21,18,0,10,14,15,17,2022-04-18 15:31:00,Monday,20.38785553047404,26.115756207674945
Product_bc,200,200,0,0,161,169,146,140,201,124,0,117,122,92,93,2022-03-27 06:38:00,Sunday,22.076666666666668,37.06
Product_e5,107,0,0,31,1,0,0,0,0,0,24,133,162,170,177,2022-05-05 06:33:00,Thursday,21.516258177060617,38.73730484081989
Product_f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-26 06:38:00,Tuesday,27.59588184187663,46.71308861859253
Product_a8,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,2022-04-06 06:28:00,Wednesday,23.31573120494336,23.293002059732235
Product_ae,7,0,0,0,0,0,0,2,1,0,0,11,13,8,8,2022-04-04 06:05:00,Monday,17.395576923076923,37.58807692307692
Product_f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-19 06:37:00,Tuesday,24.445833333333336,22.118125000000003
Product_e6,42,0,0,0,0,0,0,0,0,0,0,0,0,9,16,2022-03-27 17:06:00,Sunday,22.076666666666668,37.06
Product_86,569,422,415,0,0,586,575,703,633,485,0,434,461,548,542,2022-04-19 06:04:00,Tuesday,24.445833333333336,22.118125000000003
Product_f8,3,0,0,0,2,0,0,0,0,0,0,0,11,0,0,2022-05-02 06:42:00,Monday,19.5439305856833,34.848841648590025
Product_de,7,5,0,12,18,6,7,6,0,0,6,6,7,6,6,2022-04-26 06:38:00,Tuesday,27.59588184187663,46.71308861859253
Product_cd,58,36,0,0,54,51,45,54,58,90,0,152,225,2,0,2022-05-10 06:30:00,Tuesday,22.93383847155884,27.198297872340422
Product_b0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,2022-04-15 05:54:00,Friday,20.67440052128584,34.83207211120765
Product_c6,828,662,653,0,0,658,654,660,641,649,598,0,593,466,0,2022-04-24 07:14:00,Sunday,21.63182409012132,39.84149480069324
Product_87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2022-04-25 06:33:00,Monday,22.888778260869564,48.475965217391305
Product_eb,148,137,59,105,119,0,0,162,123,7,10,201,0,0,179,2022-04-15 06:26:00,Friday,20.67440052128584,34.83207211120765
Product_ac,0,0,0,2,3,7,3,0,2,0,0,8,6,0,0,2022-05-10 12:34:00,Tuesday,22.93383847155884,27.198297872340422
Product_99,125,0,0,0,132,121,118,104,109,0,124,152,16,18,163,2022-04-19 15:05:00,Tuesday,24.445833333333336,22.118125000000003
Product_f2,4,0,0,0,4,4,3,0,0,0,0,0,0,0,0,2022-04-19 06:35:00,Tuesday,24.445833333333336,22.118125000000003
Product_c7,71,53,74,0,0,70,68,60,82,80,91,0,93,222,0,2022-04-24 06:44:00,Sunday,21.63182409012132,39.84149480069324
Product_93,7,22,36,0,30,24,19,22,56,0,0,21,0,0,0,2022-05-02 06:42:00,Monday,19.5439305856833,34.848841648590025
Product_c6,729,667,665,707,0,0,671,665,646,546,591,0,0,129,203,2022-04-30 15:57:00,Saturday,23.21602692140686,37.26727746417716
Product_9d,18,0,0,18,18,18,18,18,0,0,18,18,18,18,18,2022-05-10 15:03:00,Tuesday,22.93383847155884,27.198297872340422
Product_8f,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,2022-04-07 11:55:00,Thursday,22.20712784588441,24.05949211908932
Product_94,20,33,34,80,0,77,80,80,82,82,0,0,0,0,55,2022-03-26 06:20:00,Saturday,22.7125,44.781
Product_d7,0,0,18,20,19,19,10,5,0,0,4,5,1,0,0,2022-04-27 07:42:00,Wednesday,25.994268980477223,50.01444251626898
Product_f8,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,2022-04-29 06:37:00,Friday,25.10683817062445,34.70689973614776
Product_f2,4,0,0,0,4,4,3,0,0,0,0,0,0,0,0,2022-04-22 06:28:00,Friday,20.91,42.03
Product_88,209,0,0,0,0,0,0,0,0,0,123,200,197,270,326,2022-04-06 06:02:00,Wednesday,23.31573120494336,23.293002059732235
Product_96,181,132,127,0,0,139,143,117,161,0,0,132,154,212,161,2022-04-18 08:08:00,Monday,20.38785553047404,26.115756207674945
Product_ab,15,0,0,0,30,28,35,44,0,0,35,50,42,48,60,2022-04-22 06:00:00,Friday,20.91,42.03
Product_9f,124,62,83,0,191,169,166,180,169,0,0,183,240,239,62,2022-03-27 06:38:00,Sunday,22.076666666666668,37.06
Product_a3,43,40,57,39,41,7,0,25,22,23,0,0,0,0,0,2022-04-29 06:37:00,Friday,25.10683817062445,34.70689973614776
Product_a1,418,400,400,400,0,400,400,400,400,400,0,0,400,400,400,2022-05-08 06:29:00,Sunday,24.35029424491562,35.9906101254868
Product_94,53,57,0,54,50,60,66,28,0,0,68,88,88,88,88,2022-05-03 06:48:00,Tuesday,20.630825010855407,39.65812418584455
Product_ca,6,1,27,0,0,53,56,55,59,25,17,0,30,51,0,2022-04-09 11:58:00,Saturday,23.05534521158129,31.030677060133627
Product_c7,23,18,0,0,0,32,74,66,90,76,0,67,61,70,63,2022-04-18 17:32:00,Monday,20.38785553047404,26.115756207674945
Product_86,616,560,590,588,532,0,0,451,523,533,675,855,0,0,877,2022-03-25 06:05:00,Friday,18.93392681838465,30.314096385542168
Product_85,9,27,0,0,5,0,0,0,0,0,0,9,5,0,0,2022-04-21 06:29:00,Thursday,23.693998265394622,23.10624891587164
Product_ac,7,1,0,0,0,0,0,3,4,4,0,0,0,2,2,2022-05-01 06:36:00,Sunday,22.293566160520605,40.38777006507592
Product_a4,36,0,0,0,0,0,0,0,13,24,0,0,0,0,0,2022-04-09 06:42:00,Saturday,23.05534521158129,31.030677060133627
Product_84,7,1,0,0,0,0,4,0,0,0,0,0,43,41,2,2022-04-17 12:26:00,Sunday,19.585171755725188,32.27125954198473
Product_86,555,506,413,0,0,317,395,445,436,382,482,0,0,539,398,2022-04-09 11:58:00,Saturday,23.05534521158129,31.030677060133627
Product_dc,0,6,68,30,0,0,6,43,191,213,0,0,151,236,243,2022-04-18 06:31:00,Monday,20.38785553047404,26.115756207674945
Product_e3,327,196,262,315,356,291,254,292,293,0,0,293,293,293,141,2022-04-18 17:32:00,Monday,20.38785553047404,26.115756207674945
Product_eb,69,105,116,0,0,0,163,125,7,10,0,0,202,174,48,2022-04-18 06:31:00,Monday,20.38785553047404,26.115756207674945
Product_9d,41,18,18,18,0,0,18,18,18,18,18,0,0,0,0,2022-04-30 11:57:00,Saturday,23.21602692140686,37.26727746417716
Product_97,25,19,0,0,52,54,29,28,39,0,0,0,62,72,53,2022-04-10 06:33:00,Sunday,23.84151761517615,28.932168021680216
Product_f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-18 17:32:00,Monday,20.38785553047404,26.115756207674945
Product_c9,271,237,237,0,0,210,196,216,199,196,0,0,208,200,263,2022-05-01 12:01:00,Sunday,22.293566160520605,40.38777006507592
Product_e1,0,0,0,2,1,0,0,0,1,5,4,0,0,0,0,2022-04-16 06:32:00,Saturday,22.07950980392157,25.89735294117647
Product_ef,339,0,0,0,0,0,0,0,0,0,317,93,47,128,204,2022-04-05 15:38:00,Tuesday,21.54230769230769,29.184615384615384
Product_eb,8,0,0,0,0,0,0,0,0,0,62,199,244,166,130,2022-04-05 15:38:00,Tuesday,21.54230769230769,29.184615384615384
Product_9d,0,0,0,0,0,0,0,0,0,0,27,18,18,18,18,2022-04-06 06:28:00,Wednesday,23.31573120494336,23.293002059732235
Product_d4,6,177,0,0,223,219,237,272,320,323,0,166,0,0,0,2022-04-12 06:31:00,Tuesday,24.04711317418214,46.974902740937225
Product_e0,640,550,566,550,0,0,586,586,586,586,586,0,0,586,586,2022-05-07 06:31:00,Saturday,25.00492634315425,41.422474003466206
Product_ee,500,0,0,0,0,0,0,0,0,0,348,532,540,527,526,2022-03-28 06:23:00,Monday,19.345116279069767,22.69581395348837
Product_99,337,304,304,0,304,304,304,304,304,0,0,304,304,304,304,2022-05-10 06:30:00,Tuesday,22.93383847155884,27.198297872340422
Product_8c,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022-04-04 06:05:00,Monday,17.395576923076923,37.58807692307692
Product_f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-19 15:05:00,Tuesday,24.445833333333336,22.118125000000003
Product_ea,7,0,0,0,0,4,35,104,0,0,0,0,13,33,18,2022-05-03 11:06:00,Tuesday,20.630825010855407,39.65812418584455
Product_c0,1124,0,0,0,0,0,0,853,863,0,839,825,794,801,810,2022-03-28 06:23:00,Monday,19.345116279069767,22.69581395348837
Product_b0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,2022-04-15 11:27:00,Friday,20.67440052128584,34.83207211120765
Product_e5,107,0,0,31,1,0,0,0,0,0,24,133,162,170,177,2022-05-04 07:08:00,Wednesday,21.66312201476336,36.523156752062526
Product_d5,0,0,0,377,323,299,317,326,325,0,326,333,342,352,343,2022-04-02 06:33:00,Saturday,27.51234042553192,1021.615319148936
Product_dd,6,39,0,0,31,0,0,3,2,0,0,0,0,0,0,2022-05-09 12:26:00,Monday,22.51669120831529,33.2242442615851
Product_99,391,330,330,0,330,330,330,330,330,0,0,330,330,330,330,2022-03-27 06:38:00,Sunday,22.076666666666668,37.06
Product_96,0,0,146,117,165,147,148,0,0,0,181,141,121,118,0,2022-04-14 07:03:00,Thursday,21.62528200537153,37.15836168307968
Product_cc,1,2,21,22,26,0,41,4,21,33,34,60,0,28,0,2022-04-16 10:29:00,Saturday,22.07950980392157,25.89735294117647
Product_95,4,0,0,0,0,0,0,1,2,7,9,0,0,13,13,2022-03-25 06:25:00,Friday,18.93392681838465,30.314096385542168
Product_e4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-26 06:30:00,Tuesday,27.59588184187663,46.71308861859253
Product_e3,288,244,0,247,263,326,0,0,277,242,0,242,164,7,166,2022-03-28 05:59:00,Monday,19.345116279069767,22.69581395348837
Product_9e,180,0,0,157,148,139,139,116,41,0,0,330,344,360,380,2022-04-06 06:28:00,Wednesday,23.31573120494336,23.293002059732235
Product_c9,147,0,0,0,208,204,208,199,0,0,207,228,264,310,350,2022-04-23 06:30:00,Saturday,24.4842132639792,40.82117035110533
Product_c1,43,81,0,0,68,67,69,59,89,75,0,86,105,281,0,2022-04-10 17:34:00,Sunday,23.84151761517615,28.932168021680216
Product_af,20,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2022-04-15 06:26:00,Friday,20.67440052128584,34.83207211120765
Product_90,0,1,0,3,2,2,11,2,0,0,4,15,7,6,129,2022-05-11 07:04:00,Wednesday,24.00888454861111,34.066423611111105
Product_ed,0,0,0,0,0,0,0,0,0,0,10,19,37,40,0,2022-04-02 05:58:00,Saturday,27.51234042553192,1021.615319148936
Product_9d,23,18,18,0,0,18,18,18,18,18,0,0,18,18,18,2022-05-08 06:29:00,Sunday,24.35029424491562,35.9906101254868
Product_d7,7,12,25,22,7,0,0,0,0,0,0,0,0,0,0,2022-04-24 06:34:00,Sunday,21.63182409012132,39.84149480069324
Product_9a,56,77,53,42,0,0,42,63,48,58,18,0,0,0,1,2022-04-08 16:57:00,Friday,22.86332020997376,23.87544619422572
Product_b0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,2022-04-15 06:30:00,Friday,20.67440052128584,34.83207211120765
Product_9b,0,0,0,0,19,18,0,1,0,0,0,0,0,0,0,2022-04-19 12:08:00,Tuesday,24.445833333333336,22.118125000000003
Product_cc,40,47,43,0,0,25,25,17,0,0,0,0,0,8,62,2022-03-26 06:20:00,Saturday,22.7125,44.781
Product_a1,500,480,0,0,480,480,480,480,480,0,0,0,400,400,400,2022-04-10 06:31:00,Sunday,23.84151761517615,28.932168021680216
Product_ab,15,0,0,0,30,28,35,44,0,0,35,50,42,48,60,2022-04-19 06:37:00,Tuesday,24.445833333333336,22.118125000000003
Product_af,11,0,0,0,0,0,0,42,53,0,61,98,37,0,0,2022-04-04 06:33:00,Monday,17.395576923076923,37.58807692307692
Product_8a,117,0,0,0,0,0,0,0,0,0,107,93,99,99,99,2022-04-07 05:54:00,Thursday,22.20712784588441,24.05949211908932
Product_a9,168,154,0,0,147,150,137,168,178,128,0,108,0,20,0,2022-04-10 17:34:00,Sunday,23.84151761517615,28.932168021680216
Product_99,187,158,0,0,186,158,58,0,17,88,0,107,196,298,294,2022-05-02 15:01:00,Monday,19.5439305856833,34.848841648590025
Product_eb,81,48,123,216,30,0,0,158,174,199,261,348,0,0,77,2022-04-29 16:38:00,Friday,25.10683817062445,34.70689973614776
Product_b0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,2022-04-21 06:29:00,Thursday,23.693998265394622,23.10624891587164
Product_94,34,79,0,0,0,0,0,0,0,0,81,78,81,81,58,2022-03-31 06:29:00,Thursday,24.5975641025641,43.14782051282051
Product_a3,0,0,0,0,19,8,41,35,0,0,54,46,58,57,3,2022-04-21 06:29:00,Thursday,23.693998265394622,23.10624891587164
Product_ac,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-08 18:00:00,Friday,22.86332020997376,23.87544619422572
Product_96,146,117,165,147,148,0,0,0,181,141,121,118,0,0,98,2022-04-15 06:30:00,Friday,20.67440052128584,34.83207211120765
Product_c8,155,0,0,128,128,128,128,128,0,0,80,80,80,80,80,2022-05-03 07:02:00,Tuesday,20.630825010855407,39.65812418584455
Product_d6,0,0,0,100,93,92,96,97,100,0,97,94,101,102,104,2022-03-29 07:13:00,Tuesday,19.264869029275808,26.678520801232665
Product_87,107,134,0,0,153,120,55,97,151,109,0,0,29,16,21,2022-04-10 13:33:00,Sunday,23.84151761517615,28.932168021680216
Product_ae,4,13,0,0,31,19,0,4,30,32,0,34,20,38,51,2022-05-09 12:26:00,Monday,22.51669120831529,33.2242442615851
Product_d6,0,0,0,100,93,92,96,97,100,0,97,94,101,102,104,2022-04-03 06:00:00,Sunday,18.52578947368421,31.69815789473684
Product_e8,33,11,0,0,1,11,9,27,11,0,0,24,19,19,19,2022-05-09 16:26:00,Monday,22.51669120831529,33.2242442615851
Product_8d,6,1,0,0,1,1,1,1,1,1,0,0,1,1,1,2022-04-10 13:33:00,Sunday,23.84151761517615,28.932168021680216
Product_c5,229,192,192,192,174,0,0,351,352,351,352,314,297,0,287,2022-05-06 14:33:00,Friday,23.332711496746203,38.916793926247294
Product_cb,0,0,429,359,358,346,355,345,0,345,335,345,458,204,0,2022-04-13 08:35:00,Wednesday,25.927187362878456,44.35292233435717
Product_8e,19,53,0,85,155,151,127,117,0,0,155,182,186,200,133,2022-05-03 06:48:00,Tuesday,20.630825010855407,39.65812418584455
Product_96,153,165,126,125,0,0,133,131,120,159,0,0,135,172,200,2022-04-17 18:34:00,Sunday,19.585171755725188,32.27125954198473
Product_cb,482,382,0,0,378,378,378,378,356,334,0,387,357,270,0,2022-04-12 06:31:00,Tuesday,24.04711317418214,46.974902740937225
Product_a7,3,2,0,0,2,1,4,1,1,12,0,0,6,29,0,2022-04-10 12:30:00,Sunday,23.84151761517615,28.932168021680216
Product_f6,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,2022-05-06 06:32:00,Friday,23.332711496746203,38.916793926247294
Product_c3,132,0,0,0,0,0,0,182,208,0,137,145,168,181,179,2022-04-03 06:35:00,Sunday,18.52578947368421,31.69815789473684
Product_c5,384,0,0,0,0,0,0,335,337,0,335,336,346,304,304,2022-03-30 06:30:00,Wednesday,20.488076923076925,29.026538461538458
Product_a6,136,49,0,0,41,55,94,61,20,54,0,96,74,57,0,2022-04-10 06:31:00,Sunday,23.84151761517615,28.932168021680216
Product_c9,264,235,0,0,218,196,212,202,198,0,0,212,199,248,389,2022-05-02 11:58:00,Monday,19.5439305856833,34.848841648590025
Product_d7,7,10,0,0,15,23,22,8,0,0,0,0,0,0,0,2022-04-10 13:33:00,Sunday,23.84151761517615,28.932168021680216
Product_ec,192,77,13,0,0,0,10,109,196,53,0,0,47,55,76,2022-05-01 16:01:00,Sunday,22.293566160520605,40.38777006507592
Product_f5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-27 07:42:00,Wednesday,25.994268980477223,50.01444251626898
Product_b5,0,0,0,0,44,0,0,9,0,0,0,25,17,19,25,2022-05-02 11:01:00,Monday,19.5439305856833,34.848841648590025
Product_8f,0,0,0,0,0,0,0,0,0,0,4,3,3,12,0,2022-03-28 06:23:00,Monday,19.345116279069767,22.69581395348837
Product_d9,1,0,10,8,0,2,0,0,12,6,5,5,0,0,17,2022-04-15 06:26:00,Friday,20.67440052128584,34.83207211120765
Product_e1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022-03-28 05:59:00,Monday,19.345116279069767,22.69581395348837
Product_f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-06 06:28:00,Wednesday,23.31573120494336,23.293002059732235
Product_8e,19,53,0,85,155,151,127,117,0,0,155,182,186,200,133,2022-05-03 12:31:00,Tuesday,20.630825010855407,39.65812418584455
Product_ca,0,0,34,50,51,47,44,46,0,51,43,7,3,2,0,2022-04-13 08:35:00,Wednesday,25.927187362878456,44.35292233435717
Product_d5,250,294,309,319,0,333,345,344,296,219,409,0,445,446,202,2022-04-24 06:44:00,Sunday,21.63182409012132,39.84149480069324
Product_c8,155,0,0,128,128,128,128,128,0,0,80,80,80,80,80,2022-05-03 14:31:00,Tuesday,20.630825010855407,39.65812418584455
Product_8b,1,0,0,0,0,0,0,31,51,51,51,51,51,0,26,2022-04-07 08:37:00,Thursday,22.20712784588441,24.05949211908932
Product_93,18,30,38,15,11,13,0,28,36,18,0,10,0,0,39,2022-03-24 18:30:00,Thursday,18.077916666666667,29.488958333333333
Product_8e,158,173,0,0,0,0,0,0,0,0,39,24,64,83,0,2022-04-01 06:03:00,Friday,19.2385,32.25075
Product_d0,5,6,0,0,4,2,0,0,0,0,0,11,34,35,10,2022-03-27 17:06:00,Sunday,22.076666666666668,37.06
Product_a3,41,0,0,14,10,36,24,33,0,0,25,29,30,47,42,2022-05-03 16:03:00,Tuesday,20.630825010855407,39.65812418584455
Product_c1,40,0,0,0,0,0,0,55,42,0,55,68,58,48,39,2022-03-29 07:13:00,Tuesday,19.264869029275808,26.678520801232665
Product_be,17,0,0,0,54,45,59,41,0,0,26,19,31,24,21,2022-04-19 06:35:00,Tuesday,24.445833333333336,22.118125000000003
Product_96,91,92,0,119,119,122,124,122,0,0,124,144,158,162,171,2022-05-10 15:03:00,Tuesday,22.93383847155884,27.198297872340422
Product_92,43,34,31,25,66,0,91,80,86,56,62,0,0,151,154,2022-03-25 17:30:00,Friday,18.93392681838465,30.314096385542168
Product_c1,0,0,72,33,46,67,63,70,0,74,55,66,176,229,0,2022-04-13 08:35:00,Wednesday,25.927187362878456,44.35292233435717
Product_b4,5,0,0,0,0,0,0,2,2,40,0,0,0,0,0,2022-03-26 06:37:00,Saturday,22.7125,44.781
Product_cc,26,0,0,0,13,32,35,27,32,0,20,15,0,17,41,2022-04-23 06:30:00,Saturday,24.4842132639792,40.82117035110533
Product_9a,19,0,44,33,52,72,50,0,0,28,3,0,11,186,0,2022-04-28 06:36:00,Thursday,23.621786179921774,39.83860495436767
Product_db,18,14,0,0,15,6,6,6,0,0,5,7,6,5,7,2022-04-19 15:05:00,Tuesday,24.445833333333336,22.118125000000003
Product_9e,206,146,145,144,135,120,0,32,182,344,356,380,380,0,380,2022-04-07 08:37:00,Thursday,22.20712784588441,24.05949211908932
Product_bc,261,176,176,189,220,173,0,130,125,116,126,97,10,0,0,2022-03-25 06:05:00,Friday,18.93392681838465,30.314096385542168
Product_e0,636,550,550,566,550,0,0,586,586,586,586,586,0,0,586,2022-05-06 06:32:00,Friday,23.332711496746203,38.916793926247294
Product_be,22,27,14,38,18,12,0,48,53,56,33,0,0,0,0,2022-04-29 06:37:00,Friday,25.10683817062445,34.70689973614776
Product_c2,136,0,0,126,126,126,126,126,126,0,126,126,126,126,126,2022-04-26 15:34:00,Tuesday,27.59588184187663,46.71308861859253
Product_b0,7,0,0,0,0,0,0,1,0,0,17,11,4,0,0,2022-03-29 07:13:00,Tuesday,19.264869029275808,26.678520801232665
Product_87,0,0,0,0,0,0,0,0,1,11,0,43,0,0,0,2022-05-02 09:57:00,Monday,19.5439305856833,34.848841648590025
Product_b4,10,20,10,0,0,2,0,0,0,0,1,1,0,0,0,2022-04-16 06:32:00,Saturday,22.07950980392157,25.89735294117647
Product_9d,28,18,18,0,0,18,18,18,18,18,0,0,18,18,18,2022-03-26 06:20:00,Saturday,22.7125,44.781
Product_ba,178,154,0,0,113,108,35,97,145,0,0,67,116,110,101,2022-05-02 15:01:00,Monday,19.5439305856833,34.848841648590025
Product_ec,31,112,0,0,155,77,82,47,71,0,0,66,37,38,90,2022-05-10 06:30:00,Tuesday,22.93383847155884,27.198297872340422
Product_c0,355,252,261,336,0,0,727,737,731,734,727,616,0,580,507,2022-05-07 06:33:00,Saturday,25.00492634315425,41.422474003466206
Product_b5,0,0,0,0,10,10,0,15,17,30,23,67,0,0,0,2022-04-07 12:58:00,Thursday,22.20712784588441,24.05949211908932
Product_e0,744,652,652,0,586,586,586,586,586,0,0,586,586,586,586,2022-04-26 06:30:00,Tuesday,27.59588184187663,46.71308861859253
Product_b0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-10 15:34:00,Sunday,23.84151761517615,28.932168021680216
Product_ad,45,37,16,4,0,0,51,43,42,63,111,0,0,10,117,2022-05-01 06:00:00,Sunday,22.293566160520605,40.38777006507592
Product_a1,494,480,0,0,400,400,400,400,0,0,400,400,400,400,400,2022-04-23 06:30:00,Saturday,24.4842132639792,40.82117035110533
Product_ca,23,48,31,48,0,0,32,13,0,7,1,0,0,0,0,2022-03-25 06:25:00,Friday,18.93392681838465,30.314096385542168
Product_91,8,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2022-04-19 12:08:00,Tuesday,24.445833333333336,22.118125000000003
Product_ee,519,0,0,499,515,515,515,515,0,0,515,513,520,512,130,2022-04-12 06:35:00,Tuesday,24.04711317418214,46.974902740937225
Product_8e,76,89,0,0,68,123,112,61,117,0,0,0,169,162,101,2022-04-10 06:31:00,Sunday,23.84151761517615,28.932168021680216
Product_bc,182,105,103,87,0,0,137,144,114,113,134,115,0,188,191,2022-05-07 06:31:00,Saturday,25.00492634315425,41.422474003466206
Product_c5,408,0,0,387,395,352,345,292,0,0,295,306,317,300,343,2022-05-03 11:06:00,Tuesday,20.630825010855407,39.65812418584455
Product_88,209,0,0,0,0,0,0,0,0,0,123,200,197,270,326,2022-04-01 06:03:00,Friday,19.2385,32.25075
Product_d2,0,0,0,41,63,76,56,40,41,0,41,41,41,39,48,2022-03-29 07:13:00,Tuesday,19.264869029275808,26.678520801232665
Product_9f,163,137,158,0,182,192,193,193,193,0,0,0,0,0,0,2022-05-02 06:42:00,Monday,19.5439305856833,34.848841648590025
Product_cd,96,53,37,52,38,43,0,53,53,83,85,4,0,0,0,2022-05-06 14:33:00,Friday,23.332711496746203,38.916793926247294
